Publisher Name,Publisher Registry Id,Contacts (with valid data),Location Details (with valid data),Geographic Coordinates (with valid data),DAC Sectors (with valid data),Capital Spend (with valid data),Activity Documents (with valid data),Aid Type (with valid data),Recipient Language (with valid data),Result/ Indicator (with valid data),Average (with valid data),Contacts (with any data),Location Details (with any data),Geographic Coordinates (with any data),DAC Sectors (with any data),Capital Spend (with any data),Activity Documents (with any data),Aid Type (with any data),Recipient Language (with any data),Result/ Indicator (with any data),Average (with any data)
Center for Research on Environment Health and Population Activities (CREHPA),crehpa,0,100,100,100,100,0,0,0,0,44,0,100,100,100,100,0,0,0,0,44
"Center for Research, Evaluation Resources and Development (CRERD)",crerd_ng,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Centre For Citizens With Disabilities,ccdnigeria,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Centre for Economic Policy Research,cepr,100,0,0,100,0,0,0,-,0,22,100,0,0,100,0,0,0,-,0,22
Centre for Economic Strategy Ukraine,ces-ua,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Centre for Environment Human Rights and Development,cehrd1,0,0,0,0,0,0,0,100,0,11,0,0,0,0,0,0,0,100,0,11
Centre for Humanitarian Dialogue (HD Centre),hdcentre,100,0,0,100,0,50,100,-,50,44,100,0,0,100,0,50,100,-,50,44
Centre for Indian Knowledge Systems,ciks,100,100,0,0,0,100,100,100,0,56,100,100,0,0,0,100,100,100,0,56
"Centre for Injury Prevention and Research, Bangladesh (CIPRB)",ciprb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centre for Legal Research and Development,clerd-prpi,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Centre for Policy Dialogue,cpd,100,0,0,100,0,100,100,0,0,44,100,0,0,100,0,100,100,0,0,44
Centre for Rights Education and Awareness,creawkenya,0,0,0,100,0,0,0,100,100,33,0,0,0,100,0,0,0,100,100,33
Centre for the Study of Adolescence,csa-kenya,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Centre International de Développement et de Recherche,cidr,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Centre National de Coopération au Développement (CNCD-11.11.11),cncd,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Centre Tricontinental - CETRI,ct-admin,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Centro de Aprendizagem e Capacitação da Sociedade Civil,cesc,100,100,0,100,0,100,100,0,100,67,100,100,0,100,0,100,100,0,100,67
Centro de Promocion y Defensa de los Derechos Sexuales y Reproductivos,promsex,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Cesvi,cesvi,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
CGIAR,cgiar,100,98,0,100,100,0,0,49,0,50,100,98,0,100,100,0,3,49,0,50
Chama cha Uzazi na Malezi Bora Tanzania (UMATI),umati,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Chance for Childhood,chanceforchildhood,0,0,0,100,0,0,100,71,0,30,0,0,0,100,0,0,100,71,0,30
Charity Projects Ltd (Comic Relief),cprojects,10,0,0,100,0,0,100,0,0,23,10,0,0,100,0,0,100,0,0,23
Chaîne de l'Espoir Belgique / Keten van Hoop België / Chain of Hope Belgium,cdeb-kvhb_admin,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
CHEKA SANA TANZANIA,cst,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Chemonics International Inc.,chemonics,100,0,0,100,0,57,100,14,0,41,100,0,0,100,0,57,100,14,0,41
Cheshire Services Uganda,csu,100,0,0,100,0,0,100,100,100,56,100,0,0,100,0,0,100,100,100,56
Child-to-Child,ctc,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Child.org,child-dot_org,0,0,0,100,0,100,0,100,0,33,0,0,0,100,0,100,0,100,0,33
ChildFund International,childfund,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
ChildHope UK,childhopeuk,50,50,50,100,0,50,100,100,0,56,50,50,50,100,0,50,100,100,0,56
Children in Crisis,cic,100,0,0,100,0,100,0,100,0,44,100,0,0,100,0,100,0,100,0,44
Children in Crossfire,cicni,100,0,0,0,0,0,0,100,0,22,100,0,0,0,0,0,0,100,0,22
CHOICE for Youth and Sexuality,cfyas,0,0,0,0,0,100,100,0,100,33,0,0,0,0,0,100,100,0,100,33
Christian Aid,caid,100,0,0,0,0,0,100,43,0,27,100,0,0,0,0,0,100,43,0,27
Christian Blind Mission (UK) Ltd.,cbm,0,14,14,86,0,14,0,83,57,30,0,14,14,86,0,14,0,83,57,30
Christian Engineers in Development,ced,0,0,0,100,0,0,100,-,0,22,0,0,0,100,0,0,100,-,0,22
Church of England - The Archbishops' Council,coe-abc,75,0,0,100,0,0,100,50,0,36,75,0,0,100,0,0,100,50,0,36
CIFAL Scotland,cifal,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
CINI,cini_jhk,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
CISU,cisu,0,0,0,100,0,0,0,25,0,14,0,0,0,100,0,0,0,25,0,14
City of London Corporation,col-greenfinance,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
CIVICUS World Alliance for Citizen Participation,civicus,100,0,0,0,0,100,100,100,100,56,100,0,0,0,0,100,100,100,100,56
CLASP,clasp,0,0,0,17,0,0,100,100,0,24,0,0,0,17,0,0,100,100,0,24
Clean Clothes Campaign,ccc,50,0,0,100,0,0,100,0,50,33,50,0,0,100,0,0,100,0,50,33
ClientEarth,clientearth-1,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Climate Investment Funds,cif,100,0,0,0,0,0,0,25,0,14,100,0,0,0,0,0,0,25,0,14
Climate Policy Initiative,cpi,0,0,0,50,0,50,0,100,0,22,0,0,0,50,0,50,0,100,0,22
Clinton Health Access Initiative,chai,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
CNV Internationaal,nl-kvk-54436222-27541,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Coalition for Epidemic Preparedness Innovations,cepi,100,0,0,100,0,100,100,-,0,44,100,0,0,100,0,100,100,-,0,44
Coalition of African Lesbians (CAL),cal_2000-pu,100,80,0,100,0,0,100,50,80,57,100,80,0,100,0,0,100,50,80,57
Cobra Collective CIC,cobracollective,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
COC Nederland,cocnl_publisher,0,0,0,100,0,88,100,0,75,40,0,0,0,100,0,88,100,0,75,40
CODA International,coda,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
CODEART ASBL,codeart,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Coffey International Development,coffey,35,3,3,100,0,0,68,74,0,31,35,3,3,100,0,0,68,74,0,31
ColaLife,colalife,100,0,0,100,0,0,100,100,0,44,100,0,0,100,0,0,100,100,0,44
Collectif Stratégies Alimentaires,csa,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Comité pour l'abolition des dettes illégitimes,cadtm,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
COMMISSION JUSTICE ET PAIX ASBL (cjp),cjp,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Commonwealth Local Government Forum,clgf_data,100,0,0,100,0,0,0,-,0,22,100,0,0,100,0,0,0,-,0,22
Commune de Adja-Ouere - Bénin,adja-ouere,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Adjarra - Bénin,adjarra,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Commune de Adjohoun - Bénin,adjohoun,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Akpro-Missérété - Bénin,akpro-misserete,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Allada - Bénin,allada,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Aplahoué - Bénin,aplahoue,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Avrankou - Bénin,avrankou,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Bopa - Bénin,bopa,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Comè - Bénin,come,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Dangbo - Benin,dangbo,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Ifangni - Bénin,ifangni,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Klouékanmè - Bénin,klouekanme,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Kpomassè - Bénin,kpomasse,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Kétou - Bénin,ketou,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Lalo - Bénin,lalo,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Parakou - Bénin,parakou,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Pobè - Bénin,pobe,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Toffo - Bénin,toffo,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Toviklin - Bénin,toviklin,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Commune de Zè - Bénin,ze,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Compassion UK,comp_uk,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Concern Worldwide,concern_worldwide,100,0,0,100,0,0,100,33,33,41,100,0,0,100,0,0,100,33,33,41
Concern Worldwide UK,concernuk,100,0,0,100,0,0,100,29,41,41,100,0,0,100,0,0,100,29,41,41
Conciliation Resources,cr,0,0,0,100,0,0,33,-,33,18,0,0,0,100,0,0,33,-,33,18
Concordis International,concordis,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Confederation of Danish Industry,di,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
Conflict Dynamics International,cdi,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
"Conflict, Stability and Security Fund",cssf,100,0,0,100,0,100,100,0,0,44,100,0,0,100,0,100,100,0,0,44
Congodorpen vzw,congodorpen,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Conseil et Appui pour l'Education à la Base Mali,caeb_mali,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Consortium for Street Children,csc,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
Construction Sector Transparency Initiative (CoST),cost_uk,0,0,0,100,0,0,0,92,0,21,0,0,0,100,0,0,0,92,0,21
Coopération par l'Education et la Culture,cec,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Cord,cord,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Cordaid,cordaid,93,75,18,92,0,5,100,30,75,54,93,75,18,92,0,5,100,30,75,54
Corus International,corus,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Cowater International Inc,cowater,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Cowater UK Limited,cowateruk,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
COWI,cowi,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Coöperatief Climate Fund Managers U.A.,cfm,14,0,0,100,0,36,32,47,0,25,14,0,0,100,0,36,32,47,0,25
CRANE,crane,100,0,0,100,0,0,0,-,0,22,100,0,0,100,0,0,0,-,0,22
CREA,creausa-org,100,0,0,100,0,0,100,-,67,41,100,0,0,100,0,0,100,-,67,41
Croix-Rouge de Belgique Communauté francophone - Activités internationales ASBL,crb-ai_admin,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Cross-Government Prosperity Fund,prosperityfund,100,0,0,100,0,100,100,0,0,44,100,0,0,100,0,100,100,0,0,44
Crown Agents Limited,cal,100,0,0,100,0,100,0,50,0,39,100,0,0,100,0,100,0,50,0,39
CUAMM Trustees,cuammtrustees,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Cyan International,cyan,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
D. Capital Partners,dcapitalpartners,100,0,0,100,0,0,100,100,0,44,100,0,0,100,0,0,100,100,0,44
DAI Europe,dai-e,0,0,0,100,0,0,100,36,0,26,0,0,0,100,0,0,100,36,0,26
DAI Global Health,healthpartners-international,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Damiaanactie / Action Damien,damien-foundation,75,75,75,100,0,0,100,67,75,63,75,75,75,100,0,0,100,67,75,63
dance4life,dance4life,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
DanChurchAid,dca,6,0,0,100,0,0,6,20,0,15,6,0,0,100,0,0,6,20,0,15
Danish Family Planning Association,dfpa,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Danish Red Cross,danishrc,0,0,0,100,0,0,50,0,0,17,0,0,0,100,0,0,83,0,0,20
Danish Refugee Council,drc,62,6,6,100,0,19,100,38,31,40,62,6,6,100,0,19,100,38,31,40
Danish Trade Union Development Agency (Ulandssekretariatet),loftf,0,0,0,0,0,0,100,-,0,11,0,0,0,0,0,0,100,-,0,11
Danmission,danmission,0,0,0,100,0,0,50,0,0,17,0,0,0,100,0,0,50,0,0,17
Data4Development,d4d,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
David Gordon Memorial Hospital,dgmh,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Dawuro Development Association,dawuro_da,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
DCAF - Geneva Centre for Security Sector Governance,dcaf,57,14,0,71,0,86,29,0,29,32,57,14,0,71,0,86,29,0,29,32
DeafKidz International,dki1151219,0,0,0,100,0,100,0,100,0,33,0,0,0,100,0,100,0,100,0,33
DECP,decp,100,0,0,100,0,97,100,40,61,55,100,0,0,100,0,97,100,40,61,55
Defence for Children International Netherlands - ECPAT Netherlands,dciecpatnl,0,0,0,100,0,0,100,67,0,30,0,0,0,100,0,0,100,67,0,30
DefendDefenders,defenddefenders,0,0,0,100,0,0,0,100,100,33,0,0,0,100,0,0,0,100,100,33
Delivery Associates Ltd,delivery_associates,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Deloitte Touche Tohmatsu India LLP,dttillp,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Democracy Reporting International gGmbH,dri,100,0,0,100,0,100,100,0,100,56,100,0,0,100,0,100,100,0,100,56
Democratic Governance Facility,dgf,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
"Denmark - Ministry of Foreign Affairs, Danida",danida,99,0,0,100,0,0,100,30,13,38,99,0,0,100,0,0,100,30,13,38
Department for International Trade,dit,100,100,100,100,0,100,100,-,0,67,100,100,100,100,0,100,100,-,0,67
Desmond Tutu HIV Foundation,dthfxx12,0,0,0,0,0,0,100,100,0,22,0,0,0,100,0,0,100,100,0,33
Development Aid from People to People (DAPP) Malawi,dapp,75,25,0,0,0,75,100,67,25,41,75,25,0,0,0,75,100,67,25,41
Development Initiatives Poverty Research,dipr,100,100,0,83,0,83,0,0,83,50,100,100,100,100,0,100,0,0,83,65
Development Media International,dmi_admin,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Development Organisation of the Rural Poor,dorp-org,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Developments In Literacy Trust UK,diltuk,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Diakonia Sweden,diakonia802017-3517,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Digital Campus,dc,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Direcção Provincial de Saúde de Nampula,dps-nampula,0,0,0,100,0,100,0,100,0,33,0,0,0,100,0,100,0,100,0,33
Disability and Development Partners,ddp,0,0,0,67,0,67,0,0,0,15,0,0,0,67,0,67,0,0,0,15
Disability Rights Advocacy Fund,draf,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Disability Rights Fund,drf,100,0,0,100,0,100,100,-,0,44,100,0,0,100,0,100,100,-,0,44
Disabled People's Organisations Denmark,dpod,0,0,0,100,0,0,0,17,0,13,0,0,0,100,0,0,0,17,0,13
Disasters Emergency Committee,dec-uk,100,0,0,100,0,75,100,50,0,47,100,0,0,100,0,75,100,50,0,47
"Discovery Learning Alliance, Inc.",dla,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Djapo,djapo,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
DKT - (Pakistan),dkt,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
DKT Ethiopia,dkt_ethiopia,0,0,0,100,0,0,0,0,100,22,0,0,0,100,0,0,0,0,100,22
DNH Mali (Direction Nationale de l’Hydraulique du Mali),pca-gire,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Doctors of the World UK,dotw_uk,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Doctors with Africa CUAMM,cuamm,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Dorcas Aid International,dai,100,54,38,77,0,15,100,38,46,52,100,54,38,77,0,15,100,38,46,52
Down syndrome Foundation Nigeria,dsfn,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Drugs for Neglected Diseases initiative,dndi_transparency,0,8,0,100,0,100,100,-,0,34,0,8,0,100,0,100,100,-,0,34
DUF - The Danish Youth Council,duf,0,0,0,100,0,0,0,48,0,16,0,0,0,100,0,0,0,48,0,16
Dynamo International asbl,dynamo_international,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Défi Belgique Afrique,dba,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Dóchas - Irish Association of Non Governmental Development Organisations,dochas,95,0,0,100,0,0,0,100,0,33,95,0,0,100,0,0,0,100,0,33
Earthworm Foundation,ewf,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
East African Playgrounds,eap,100,50,0,100,0,0,100,100,0,50,100,50,0,100,0,0,100,100,0,50
ECDPM,ecdpm,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Echos Communication,ec,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Eclosio,eclosio,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Economic and Social Fund for Development,esfd,0,0,0,100,0,0,0,0,100,22,0,0,0,100,0,0,0,0,100,22
Economic and Social Research Foundation (ESRF),esrf,100,0,0,0,0,100,0,100,0,33,100,0,0,0,0,100,0,100,0,33
Ecorys Nederland B.V.,ecorysnl,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Ecorys UK,ecuk,86,0,0,100,0,86,86,100,0,51,86,0,0,100,0,86,86,100,0,51
Educate!,educate,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Education Development Trust,eddevtrust,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Education Development Trust,edt_kenya,100,50,50,50,0,50,0,100,0,44,100,50,50,50,0,50,0,100,0,44
EDUCATION DEVELOPMENT TRUST - RWANDA,edt_rwanda,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Edukans Foundation,edukans_foundation,0,0,0,27,0,0,100,0,55,20,0,0,0,45,0,0,100,0,55,22
ELEVATE Hong Kong Holdings Limited,elevatelimited,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Elrha,elrha,0,0,0,100,0,0,100,-,100,33,0,0,0,100,0,0,100,-,100,33
Elton John AIDS Foundation,ejaf,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
Emissa,emissa,0,71,71,100,0,0,0,0,0,27,0,71,71,100,0,0,0,0,0,27
Emmanuel International UK,eiuk,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
EMMS International,emms,69,44,44,75,0,31,100,88,25,53,69,44,44,75,0,31,100,88,25,53
Energy 4 Impact,e4i,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0
Energy Saving Trust,energy_saving_trust,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
Enfance Tiers Monde Kinderen Derde Wereld,etmkdw,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
EngenderHealth,ehorg,0,0,0,0,0,100,0,100,0,22,0,0,0,0,0,100,100,100,0,33
EngenderHealth Ethiopia,engenderhealth_eth,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Engineers Without Borders Canada,ewb_canada,100,25,0,25,0,0,0,67,0,24,100,25,0,25,0,0,0,67,0,24
Enhanced Integrated Framework,eif,0,0,0,100,0,0,0,50,0,17,0,0,0,100,0,0,0,50,0,17
"Entiqal lel Tadreeb ""Partners for Good""",pfg,100,0,0,100,0,100,0,-,0,33,100,0,0,100,0,100,0,-,0,33
Entraide et Fraternité,ef_,100,0,0,100,0,0,100,-,0,33,100,0,0,100,0,0,100,-,0,33
Environmental Centre for Oil Spills and Gas Flaring (NACGOND),nacgond-,100,0,0,0,83,0,0,100,100,43,100,0,0,0,83,0,0,100,100,43
Equality Now,e_n,100,0,0,100,0,0,0,-,0,22,100,0,0,100,0,0,0,-,0,22
equileap,equileap,100,100,0,100,0,100,100,-,100,67,100,100,0,100,0,100,100,-,100,67
Ethical Trading Initiative,eti,100,0,0,0,0,0,100,-,0,22,100,0,0,0,0,0,100,-,0,22
Ethiopiaid Ireland,ethiopiaidireland,0,0,0,100,0,0,100,0,0,22,0,0,0,100,0,0,100,0,0,22
Ethiopiaid UK,ethiopiaiduk,5,5,0,100,0,0,60,0,0,19,5,5,0,100,0,0,60,0,0,19
Ethiopian Horticulture Producer Exporters Association (EHPEA),ehpea,100,100,100,100,0,0,100,0,100,67,100,100,100,100,0,0,100,0,100,67
Ethiopian Public Health Association,epha,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Ethiopian Women Lawyers Association,ewla,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Ethiopian Women with Disabilities National Assocation,ewdna2025,100,0,0,100,0,0,100,0,100,44,100,0,0,100,0,0,100,0,100,44
Eurasia Partnership Foundation,epf,0,0,0,100,0,100,0,0,0,22,0,0,0,100,0,100,0,0,0,22
European Bank for Reconstruction and Development,ebrd,100,100,0,100,0,100,100,0,0,56,100,100,100,100,0,100,100,0,0,67
European Commission - Humanitarian Aid & Civil Protection,ec-echo,100,99,91,100,100,100,100,23,0,79,100,99,91,100,100,100,100,23,0,79
European Commission - International Partnerships,ec-intpa,100,100,79,94,100,26,100,33,0,70,100,100,80,100,100,26,100,33,0,71
European Commission - Neighbourhood and Enlargement Negotiations,ec-near,100,100,83,97,100,33,100,0,0,68,100,100,84,100,100,33,100,0,0,69
European Commission - Service for Foreign Policy Instruments,ec-fpi,100,100,62,100,100,19,100,24,0,67,100,100,62,100,100,19,100,24,0,67
European Forest Institute,efi,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
European Institute of Peace,eip,0,0,0,100,0,29,0,0,0,14,0,0,0,100,0,29,0,0,0,14
European Investment Bank,eib,0,0,0,0,0,100,100,16,0,24,0,0,0,0,0,100,100,16,0,24
European Journalism Centre,ejc,10,0,0,100,0,0,100,50,90,39,10,0,0,100,0,0,100,50,90,39
Eve Organization for Women Development,eveowd,0,0,0,100,0,0,0,100,100,33,0,0,0,100,0,0,0,100,100,33
EveryChild,evc,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Excellent Development,excellent,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Exeter Ethiopia Link,eel,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Fair Wear Foundation,fwf,80,0,0,100,0,0,0,14,0,22,80,0,0,100,0,0,0,14,0,22
Fairfood International,fairfood,0,0,0,0,0,0,100,0,100,22,0,0,0,100,0,0,100,0,100,33
Fairtrade Belgium,fairtrade_be,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Fairtrade Labelling Organizations International e.V.,fairtrade_international,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Faith to Action Network,f2a,50,0,0,100,0,0,0,33,0,20,50,0,0,100,0,0,0,33,0,20
Family Aids Caring Trust,fact,100,0,0,100,0,100,100,100,0,56,100,0,0,100,0,100,100,100,0,56
Family Counseling and Development Foundation,fcdf,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Family Guidance Association of Ethiopia,fgae_ethiopia,100,25,0,100,0,0,0,0,25,28,100,25,0,100,0,0,0,0,25,28
Family Life Education Program,flepuganda,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Farm Africa,fa,100,0,0,50,0,100,100,0,0,39,100,0,0,100,0,100,100,0,0,44
Farm Concern International,fci,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Fauna & Flora International,ffi_publisher,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Federation of Women Lawyers Kenya,fida,100,0,0,100,0,0,100,100,0,44,100,0,0,100,0,0,100,100,0,44
Feed the Minds,ftm-291333,100,0,0,100,0,100,100,100,0,56,100,0,0,100,0,100,100,100,0,56
FHI360,fhi360,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Fiabel,fiabel,100,60,60,100,0,20,100,100,60,67,100,60,60,100,0,20,100,100,60,67
FIAN Belgium,fian-belgium,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
"Field Ready, USA",field_ready,100,0,0,100,0,0,0,100,100,44,100,0,0,100,0,0,0,100,100,44
Fiftyfifty,fiftyfifty-lb,0,0,0,100,0,100,0,0,0,22,0,0,0,100,0,100,0,0,0,22
Financial Sector Deepening Trust (Kenya),fsdk,0,0,0,0,0,0,0,100,0,11,0,0,0,0,0,0,0,100,0,11
Financial Sector Deepening Uganda,fsduganda,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Find Your Feet,fyf,100,0,0,100,0,100,100,67,0,52,100,0,0,100,0,100,100,67,0,52
